seatNo,seatStatus,flightNo,departureDate
3E,Sold,NP345,2020-06-04
3F,Available,NP345,2020-06-04
1A,Available,CZ527,2020-05-01
1B,Available,CZ527,2020-05-01
1C,Sold,CZ527,2020-05-01
1D,Available,CZ527,2020-05-01
1E,Sold,CZ527,2020-05-01
1F,Sold,CZ527,2020-05-01
2A,Sold,CZ527,2020-05-01
2B,Available,CZ527,2020-05-01
2C,Sold,CZ527,2020-05-01
2D,Available,CZ527,2020-05-01
2E,Available,CZ527,2020-05-01
2F,Sold,CZ527,2020-05-01
3A,Sold,CZ527,2020-05-01
3B,Sold,CZ527,2020-05-01
3C,Available,CZ527,2020-05-01
3D,Sold,CZ527,2020-05-01
3E,Available,CZ527,2020-05-01
3F,Available,CZ527,2020-05-01
1A,Sold,AA87,2020-05-02
1B,Sold,AA87,2020-05-02
1C,Sold,AA87,2020-05-02
1D,Sold,AA87,2020-05-02
1E,Sold,AA87,2020-05-02
1F,Sold,AA87,2020-05-02
2A,Available,AA87,2020-05-02
2B,Sold,AA87,2020-05-02
2C,Sold,AA87,2020-05-02
2D,Sold,AA87,2020-05-02
2E,Available,AA87,2020-05-02
2F,Sold,AA87,2020-05-02
3A,Sold,AA87,2020-05-02
3B,Available,AA87,2020-05-02
3C,Available,AA87,2020-05-02
3D,Available,AA87,2020-05-02
3E,Sold,AA87,2020-05-02
3F,Sold,AA87,2020-05-02
1A,Sold,DR775,2020-01-01
1B,Available,DR775,2020-01-01
1C,Available,DR775,2020-01-01
1D,Sold,DR775,2020-01-01
1E,Sold,DR775,2020-01-01
1F,Sold,DR775,2020-01-01
2A,Sold,DR775,2020-01-01
2B,Available,DR775,2020-01-01
2C,Available,DR775,2020-01-01
2D,Sold,DR775,2020-01-01
2E,Sold,DR775,2020-01-01
2F,Available,DR775,2020-01-01
3A,Available,DR775,2020-01-01
3B,Available,DR775,2020-01-01
3C,Sold,DR775,2020-01-01
3D,Available,DR775,2020-01-01
3E,Sold,DR775,2020-01-01
3F,Available,DR775,2020-01-01
1A,Available,AP990,2020-07-14
1B,Sold,AP990,2020-07-14
1C,Sold,AP990,2020-07-14
1D,Sold,AP990,2020-07-14
1E,Available,AP990,2020-07-14
1F,Sold,AP990,2020-07-14
2A,Available,AP990,2020-07-14
2B,Sold,AP990,2020-07-14
2C,Sold,AP990,2020-07-14
2D,Available,AP990,2020-07-14
2E,Sold,AP990,2020-07-14
2F,Available,AP990,2020-07-14
3A,Available,AP990,2020-07-14
3B,Sold,AP990,2020-07-14
3C,Sold,AP990,2020-07-14
3D,Sold,AP990,2020-07-14
3E,Available,AP990,2020-07-14
3F,Sold,AP990,2020-07-14
1A,Available,EO536,2020-11-22
1B,Available,EO536,2020-11-22
1C,Available,EO536,2020-11-22
1D,Available,EO536,2020-11-22
1E,Sold,EO536,2020-11-22
1F,Sold,EO536,2020-11-22
2A,Sold,EO536,2020-11-22
2B,Sold,EO536,2020-11-22
2C,Sold,EO536,2020-11-22
2D,Sold,EO536,2020-11-22
2E,Sold,EO536,2020-11-22
2F,Available,EO536,2020-11-22
3A,Sold,EO536,2020-11-22
3B,Sold,EO536,2020-11-22
3C,Available,EO536,2020-11-22
3D,Sold,EO536,2020-11-22
3E,Available,EO536,2020-11-22
3F,Sold,EO536,2020-11-22
1A,Available,VH866,2020-06-18
1B,Sold,VH866,2020-06-18
1C,Sold,VH866,2020-06-18
1D,Available,VH866,2020-06-18
1E,Available,VH866,2020-06-18
1F,Available,VH866,2020-06-18
2A,Available,VH866,2020-06-18
2B,Sold,VH866,2020-06-18
2C,Available,VH866,2020-06-18
2D,Available,VH866,2020-06-18
2E,Sold,VH866,2020-06-18
2F,Available,VH866,2020-06-18
3A,Available,VH866,2020-06-18
3B,Sold,VH866,2020-06-18
3C,Sold,VH866,2020-06-18
3D,Sold,VH866,2020-06-18
3E,Sold,VH866,2020-06-18
3F,Available,VH866,2020-06-18
1A,Available,OY49,2020-04-06
1B,Available,OY49,2020-04-06
1C,Sold,OY49,2020-04-06
1D,Available,OY49,2020-04-06
1E,Available,OY49,2020-04-06
1F,Sold,OY49,2020-04-06
2A,Available,OY49,2020-04-06
2B,Sold,OY49,2020-04-06
2C,Available,OY49,2020-04-06
2D,Available,OY49,2020-04-06
2E,Sold,OY49,2020-04-06
2F,Sold,OY49,2020-04-06
3A,Available,OY49,2020-04-06
3B,Available,OY49,2020-04-06
3C,Sold,OY49,2020-04-06
3D,Available,OY49,2020-04-06
3E,Available,OY49,2020-04-06
3F,Sold,OY49,2020-04-06
1A,Sold,JX448,2020-09-08
1B,Available,JX448,2020-09-08
1C,Available,JX448,2020-09-08
1D,Sold,JX448,2020-09-08
1E,Available,JX448,2020-09-08
1F,Sold,JX448,2020-09-08
2A,Sold,JX448,2020-09-08
2B,Sold,JX448,2020-09-08
2C,Available,JX448,2020-09-08
2D,Available,JX448,2020-09-08
2E,Available,JX448,2020-09-08
2F,Sold,JX448,2020-09-08
3A,Available,JX448,2020-09-08
3B,Available,JX448,2020-09-08
3C,Sold,JX448,2020-09-08
3D,Available,JX448,2020-09-08
3E,Available,JX448,2020-09-08
3F,Sold,JX448,2020-09-08
1A,Available,BT282,2020-03-03
1B,Available,BT282,2020-03-03
1C,Available,BT282,2020-03-03
1D,Available,BT282,2020-03-03
1E,Available,BT282,2020-03-03
1F,Sold,BT282,2020-03-03
2A,Sold,BT282,2020-03-03
2B,Sold,BT282,2020-03-03
2C,Sold,BT282,2020-03-03
2D,Available,BT282,2020-03-03
2E,Sold,BT282,2020-03-03
2F,Sold,BT282,2020-03-03
3A,Sold,BT282,2020-03-03
3B,Available,BT282,2020-03-03
3C,Sold,BT282,2020-03-03
3D,Available,BT282,2020-03-03
3E,Available,BT282,2020-03-03
3F,Sold,BT282,2020-03-03
1A,Available,DA362,2020-10-13
1B,Available,DA362,2020-10-13
1C,Available,DA362,2020-10-13
1D,Sold,DA362,2020-10-13
1E,Available,DA362,2020-10-13
1F,Sold,DA362,2020-10-13
2A,Available,DA362,2020-10-13
2B,Available,DA362,2020-10-13
2C,Sold,DA362,2020-10-13
2D,Available,DA362,2020-10-13
2E,Sold,DA362,2020-10-13
2F,Sold,DA362,2020-10-13
3A,Available,DA362,2020-10-13
3B,Available,DA362,2020-10-13
3C,Available,DA362,2020-10-13
3D,Sold,DA362,2020-10-13
3E,Available,DA362,2020-10-13
3F,Available,DA362,2020-10-13
1A,Available,I844,2020-11-01
1B,Available,I844,2020-11-01
1C,Available,I844,2020-11-01
1D,Sold,I844,2020-11-01
1E,Available,I844,2020-11-01
1F,Sold,I844,2020-11-01
2A,Available,I844,2020-11-01
2B,Sold,I844,2020-11-01
2C,Sold,I844,2020-11-01
2D,Sold,I844,2020-11-01
2E,Sold,I844,2020-11-01
2F,Available,I844,2020-11-01
3A,Available,I844,2020-11-01
3B,Available,I844,2020-11-01
3C,Available,I844,2020-11-01
3D,Available,I844,2020-11-01
3E,Sold,I844,2020-11-01
3F,Sold,I844,2020-11-01
1A,Available,QA731,2020-04-28
1B,Sold,QA731,2020-04-28
1C,Sold,QA731,2020-04-28
1D,Available,QA731,2020-04-28
1E,Sold,QA731,2020-04-28
1F,Available,QA731,2020-04-28
2A,Sold,QA731,2020-04-28
2B,Sold,QA731,2020-04-28
2C,Available,QA731,2020-04-28
2D,Sold,QA731,2020-04-28
2E,Sold,QA731,2020-04-28
2F,Available,QA731,2020-04-28
3A,Sold,QA731,2020-04-28
3B,Sold,QA731,2020-04-28
3C,Available,QA731,2020-04-28
3D,Available,QA731,2020-04-28
3E,Sold,QA731,2020-04-28
3F,Sold,QA731,2020-04-28
1A,Available,BC328,2020-03-21
1B,Available,BC328,2020-03-21
1C,Sold,BC328,2020-03-21
1D,Available,BC328,2020-03-21
1E,Sold,BC328,2020-03-21
1F,Sold,BC328,2020-03-21
2A,Sold,BC328,2020-03-21
2B,Available,BC328,2020-03-21
2C,Available,BC328,2020-03-21
2D,Available,BC328,2020-03-21
2E,Available,BC328,2020-03-21
2F,Available,BC328,2020-03-21
3A,Sold,BC328,2020-03-21
3B,Sold,BC328,2020-03-21
3C,Available,BC328,2020-03-21
3D,Available,BC328,2020-03-21
3E,Available,BC328,2020-03-21
3F,Sold,BC328,2020-03-21
1A,Sold,RQ70,2020-02-04
1B,Available,RQ70,2020-02-04
1C,Sold,RQ70,2020-02-04
1D,Sold,RQ70,2020-02-04
1E,Sold,RQ70,2020-02-04
1F,Available,RQ70,2020-02-04
2A,Sold,RQ70,2020-02-04
2B,Available,RQ70,2020-02-04
2C,Available,RQ70,2020-02-04
2D,Available,RQ70,2020-02-04
2E,Available,RQ70,2020-02-04
2F,Available,RQ70,2020-02-04
3A,Sold,RQ70,2020-02-04
3B,Sold,RQ70,2020-02-04
3C,Sold,RQ70,2020-02-04
3D,Available,RQ70,2020-02-04
3E,Sold,RQ70,2020-02-04
3F,Available,RQ70,2020-02-04
1A,Sold,HU85,2020-03-26
1B,Available,HU85,2020-03-26
1C,Available,HU85,2020-03-26
1D,Available,HU85,2020-03-26
1E,Sold,HU85,2020-03-26
1F,Available,HU85,2020-03-26
2A,Available,HU85,2020-03-26
2B,Available,HU85,2020-03-26
2C,Available,HU85,2020-03-26
2D,Sold,HU85,2020-03-26
2E,Sold,HU85,2020-03-26
2F,Available,HU85,2020-03-26
3A,Available,HU85,2020-03-26
3B,Available,HU85,2020-03-26
3C,Available,HU85,2020-03-26
3D,Available,HU85,2020-03-26
3E,Sold,HU85,2020-03-26
3F,Available,HU85,2020-03-26
1A,Sold,JW788,2020-10-25
1B,Sold,JW788,2020-10-25
1C,Available,JW788,2020-10-25
1D,Sold,JW788,2020-10-25
1E,Available,JW788,2020-10-25
1F,Available,JW788,2020-10-25
2A,Sold,JW788,2020-10-25
2B,Sold,JW788,2020-10-25
2C,Sold,JW788,2020-10-25
2D,Available,JW788,2020-10-25
2E,Available,JW788,2020-10-25
2F,Sold,JW788,2020-10-25
3A,Available,JW788,2020-10-25
3B,Sold,JW788,2020-10-25
3C,Available,JW788,2020-10-25
3D,Available,JW788,2020-10-25
3E,Sold,JW788,2020-10-25
3F,Sold,JW788,2020-10-25
1A,Sold,VO829,2020-05-08
1B,Available,VO829,2020-05-08
1C,Available,VO829,2020-05-08
1D,Sold,VO829,2020-05-08
1E,Available,VO829,2020-05-08
1F,Sold,VO829,2020-05-08
2A,Available,VO829,2020-05-08
2B,Available,VO829,2020-05-08
2C,Available,VO829,2020-05-08
2D,Available,VO829,2020-05-08
2E,Available,VO829,2020-05-08
2F,Available,VO829,2020-05-08
3A,Sold,VO829,2020-05-08
3B,Available,VO829,2020-05-08
3C,Sold,VO829,2020-05-08
3D,Available,VO829,2020-05-08
3E,Sold,VO829,2020-05-08
3F,Available,VO829,2020-05-08
1A,Sold,D3662,2020-01-09
1B,Sold,D3662,2020-01-09
1C,Sold,D3662,2020-01-09
1D,Sold,D3662,2020-01-09
1E,Sold,D3662,2020-01-09
1F,Available,D3662,2020-01-09
2A,Sold,D3662,2020-01-09
2B,Available,D3662,2020-01-09
2C,Available,D3662,2020-01-09
2D,Available,D3662,2020-01-09
2E,Sold,D3662,2020-01-09
2F,Available,D3662,2020-01-09
3A,Available,D3662,2020-01-09
3B,Sold,D3662,2020-01-09
3C,Available,D3662,2020-01-09
3D,Sold,D3662,2020-01-09
3E,Sold,D3662,2020-01-09
3F,Sold,D3662,2020-01-09
1A,Available,YO234,2020-08-22
1B,Sold,YO234,2020-08-22
1C,Available,YO234,2020-08-22
1D,Sold,YO234,2020-08-22
1E,Sold,YO234,2020-08-22
1F,Available,YO234,2020-08-22
2A,Sold,YO234,2020-08-22
2B,Available,YO234,2020-08-22
2C,Available,YO234,2020-08-22
2D,Available,YO234,2020-08-22
2E,Available,YO234,2020-08-22
2F,Available,YO234,2020-08-22
3A,Available,YO234,2020-08-22
3B,Sold,YO234,2020-08-22
3C,Available,YO234,2020-08-22
3D,Available,YO234,2020-08-22
3E,Sold,YO234,2020-08-22
3F,Available,YO234,2020-08-22
1A,Sold,AZ215,2020-06-26
1B,Sold,AZ215,2020-06-26
1C,Available,AZ215,2020-06-26
1D,Sold,AZ215,2020-06-26
1E,Sold,AZ215,2020-06-26
1F,Sold,AZ215,2020-06-26
2A,Available,AZ215,2020-06-26
2B,Available,AZ215,2020-06-26
2C,Available,AZ215,2020-06-26
2D,Available,AZ215,2020-06-26
2E,Available,AZ215,2020-06-26
2F,Available,AZ215,2020-06-26
3A,Available,AZ215,2020-06-26
3B,Sold,AZ215,2020-06-26
3C,Sold,AZ215,2020-06-26
3D,Sold,AZ215,2020-06-26
3E,Available,AZ215,2020-06-26
3F,Sold,AZ215,2020-06-26
1A,Available,QV882,2020-07-28
1B,Available,QV882,2020-07-28
1C,Sold,QV882,2020-07-28
1D,Sold,QV882,2020-07-28
1E,Available,QV882,2020-07-28
1F,Available,QV882,2020-07-28
2A,Available,QV882,2020-07-28
2B,Sold,QV882,2020-07-28
2C,Sold,QV882,2020-07-28
2D,Available,QV882,2020-07-28
2E,Sold,QV882,2020-07-28
2F,Sold,QV882,2020-07-28
3A,Sold,QV882,2020-07-28
3B,Sold,QV882,2020-07-28
3C,Available,QV882,2020-07-28
3D,Available,QV882,2020-07-28
3E,Sold,QV882,2020-07-28
3F,Sold,QV882,2020-07-28
1A,Available,I3822,2020-02-29
1B,Available,I3822,2020-02-29
1C,Sold,I3822,2020-02-29
1D,Sold,I3822,2020-02-29
1E,Sold,I3822,2020-02-29
1F,Sold,I3822,2020-02-29
2A,Sold,I3822,2020-02-29
2B,Available,I3822,2020-02-29
2C,Sold,I3822,2020-02-29
2D,Available,I3822,2020-02-29
2E,Available,I3822,2020-02-29
2F,Available,I3822,2020-02-29
3A,Sold,I3822,2020-02-29
3B,Available,I3822,2020-02-29
3C,Sold,I3822,2020-02-29
3D,Available,I3822,2020-02-29
3E,Available,I3822,2020-02-29
3F,Available,I3822,2020-02-29
1A,Sold,NQ382,2020-10-30
1B,Available,NQ382,2020-10-30
1C,Sold,NQ382,2020-10-30
1D,Sold,NQ382,2020-10-30
1E,Available,NQ382,2020-10-30
1F,Available,NQ382,2020-10-30
2A,Sold,NQ382,2020-10-30
2B,Available,NQ382,2020-10-30
2C,Available,NQ382,2020-10-30
2D,Available,NQ382,2020-10-30
2E,Sold,NQ382,2020-10-30
2F,Available,NQ382,2020-10-30
3A,Available,NQ382,2020-10-30
3B,Available,NQ382,2020-10-30
3C,Sold,NQ382,2020-10-30
3D,Available,NQ382,2020-10-30
3E,Sold,NQ382,2020-10-30
3F,Sold,NQ382,2020-10-30
1A,Available,VV129,2020-03-08
1B,Available,VV129,2020-03-08
1C,Sold,VV129,2020-03-08
1D,Available,VV129,2020-03-08
1E,Sold,VV129,2020-03-08
1F,Sold,VV129,2020-03-08
2A,Sold,VV129,2020-03-08
2B,Available,VV129,2020-03-08
2C,Sold,VV129,2020-03-08
2D,Sold,VV129,2020-03-08
2E,Sold,VV129,2020-03-08
2F,Available,VV129,2020-03-08
3A,Available,VV129,2020-03-08
3B,Available,VV129,2020-03-08
3C,Available,VV129,2020-03-08
3D,Available,VV129,2020-03-08
3E,Sold,VV129,2020-03-08
3F,Sold,VV129,2020-03-08
1A,Available,RQ654,2020-08-26
1B,Available,RQ654,2020-08-26
1C,Available,RQ654,2020-08-26
1D,Available,RQ654,2020-08-26
1E,Sold,RQ654,2020-08-26
1F,Available,RQ654,2020-08-26
2A,Available,RQ654,2020-08-26
2B,Sold,RQ654,2020-08-26
2C,Available,RQ654,2020-08-26
2D,Sold,RQ654,2020-08-26
2E,Available,RQ654,2020-08-26
2F,Available,RQ654,2020-08-26
3A,Available,RQ654,2020-08-26
3B,Available,RQ654,2020-08-26
3C,Sold,RQ654,2020-08-26
3D,Sold,RQ654,2020-08-26
3E,Available,RQ654,2020-08-26
3F,Available,RQ654,2020-08-26
1A,Available,NL146,2020-04-28
1B,Sold,NL146,2020-04-28
1C,Available,NL146,2020-04-28
1D,Sold,NL146,2020-04-28
1E,Sold,NL146,2020-04-28
1F,Available,NL146,2020-04-28
2A,Available,NL146,2020-04-28
2B,Sold,NL146,2020-04-28
2C,Sold,NL146,2020-04-28
2D,Available,NL146,2020-04-28
2E,Sold,NL146,2020-04-28
2F,Available,NL146,2020-04-28
3A,Sold,NL146,2020-04-28
3B,Sold,NL146,2020-04-28
3C,Available,NL146,2020-04-28
3D,Available,NL146,2020-04-28
3E,Available,NL146,2020-04-28
3F,Sold,NL146,2020-04-28
1A,Sold,VH866,2020-04-09
1B,Sold,VH866,2020-04-09
1C,Sold,VH866,2020-04-09
1D,Sold,VH866,2020-04-09
1E,Sold,VH866,2020-04-09
1F,Sold,VH866,2020-04-09
2A,Available,VH866,2020-04-09
2B,Available,VH866,2020-04-09
2C,Available,VH866,2020-04-09
2D,Sold,VH866,2020-04-09
2E,Available,VH866,2020-04-09
2F,Sold,VH866,2020-04-09
3A,Available,VH866,2020-04-09
3B,Available,VH866,2020-04-09
3C,Sold,VH866,2020-04-09
3D,Sold,VH866,2020-04-09
3E,Available,VH866,2020-04-09
3F,Available,VH866,2020-04-09
1A,Sold,RD459,2020-06-15
1B,Sold,RD459,2020-06-15
1C,Available,RD459,2020-06-15
1D,Available,RD459,2020-06-15
1E,Available,RD459,2020-06-15
1F,Available,RD459,2020-06-15
2A,Available,RD459,2020-06-15
2B,Sold,RD459,2020-06-15
2C,Sold,RD459,2020-06-15
2D,Sold,RD459,2020-06-15
2E,Available,RD459,2020-06-15
2F,Sold,RD459,2020-06-15
3A,Sold,RD459,2020-06-15
3B,Sold,RD459,2020-06-15
3C,Sold,RD459,2020-06-15
3D,Sold,RD459,2020-06-15
3E,Sold,RD459,2020-06-15
3F,Sold,RD459,2020-06-15
1A,Available,4Z695,2020-10-20
1B,Sold,4Z695,2020-10-20
1C,Available,4Z695,2020-10-20
1D,Available,4Z695,2020-10-20
1E,Available,4Z695,2020-10-20
1F,Available,4Z695,2020-10-20
2A,Available,4Z695,2020-10-20
2B,Sold,4Z695,2020-10-20
2C,Sold,4Z695,2020-10-20
2D,Available,4Z695,2020-10-20
2E,Sold,4Z695,2020-10-20
2F,Available,4Z695,2020-10-20
3A,Sold,4Z695,2020-10-20
3B,Available,4Z695,2020-10-20
3C,Sold,4Z695,2020-10-20
3D,Sold,4Z695,2020-10-20
3E,Sold,4Z695,2020-10-20
3F,Available,4Z695,2020-10-20
1A,Sold,CW649,2020-10-11
1B,Sold,CW649,2020-10-11
1C,Sold,CW649,2020-10-11
1D,Sold,CW649,2020-10-11
1E,Sold,CW649,2020-10-11
1F,Available,CW649,2020-10-11
2A,Available,CW649,2020-10-11
2B,Available,CW649,2020-10-11
2C,Sold,CW649,2020-10-11
2D,Sold,CW649,2020-10-11
2E,Sold,CW649,2020-10-11
2F,Sold,CW649,2020-10-11
3A,Available,CW649,2020-10-11
3B,Available,CW649,2020-10-11
3C,Available,CW649,2020-10-11
3D,Available,CW649,2020-10-11
3E,Sold,CW649,2020-10-11
3F,Sold,CW649,2020-10-11
1A,Available,HT950,2020-08-12
1B,Available,HT950,2020-08-12
1C,Available,HT950,2020-08-12
1D,Available,HT950,2020-08-12
1E,Available,HT950,2020-08-12
1F,Sold,HT950,2020-08-12
2A,Available,HT950,2020-08-12
2B,Sold,HT950,2020-08-12
2C,Available,HT950,2020-08-12
2D,Sold,HT950,2020-08-12
2E,Available,HT950,2020-08-12
2F,Available,HT950,2020-08-12
3A,Sold,HT950,2020-08-12
3B,Sold,HT950,2020-08-12
3C,Sold,HT950,2020-08-12
3D,Available,HT950,2020-08-12
3E,Available,HT950,2020-08-12
3F,Available,HT950,2020-08-12
1A,Available,DG485,2020-11-19
1B,Available,DG485,2020-11-19
1C,Sold,DG485,2020-11-19
1D,Available,DG485,2020-11-19
1E,Sold,DG485,2020-11-19
1F,Available,DG485,2020-11-19
2A,Available,DG485,2020-11-19
2B,Available,DG485,2020-11-19
2C,Sold,DG485,2020-11-19
2D,Sold,DG485,2020-11-19
2E,Sold,DG485,2020-11-19
2F,Available,DG485,2020-11-19
3A,Sold,DG485,2020-11-19
3B,Available,DG485,2020-11-19
3C,Sold,DG485,2020-11-19
3D,Available,DG485,2020-11-19
3E,Available,DG485,2020-11-19
3F,Sold,DG485,2020-11-19
1A,Sold,Q325,2020-03-16
1B,Available,Q325,2020-03-16
1C,Available,Q325,2020-03-16
1D,Sold,Q325,2020-03-16
1E,Available,Q325,2020-03-16
1F,Sold,Q325,2020-03-16
2A,Available,Q325,2020-03-16
2B,Available,Q325,2020-03-16
2C,Available,Q325,2020-03-16
2D,Available,Q325,2020-03-16
2E,Sold,Q325,2020-03-16
2F,Sold,Q325,2020-03-16
3A,Available,Q325,2020-03-16
3B,Sold,Q325,2020-03-16
3C,Sold,Q325,2020-03-16
3D,Available,Q325,2020-03-16
3E,Available,Q325,2020-03-16
3F,Available,Q325,2020-03-16
1A,Sold,RQ70,2020-02-25
1B,Sold,RQ70,2020-02-25
1C,Available,RQ70,2020-02-25
1D,Available,RQ70,2020-02-25
1E,Sold,RQ70,2020-02-25
1F,Sold,RQ70,2020-02-25
2A,Available,RQ70,2020-02-25
2B,Available,RQ70,2020-02-25
2C,Sold,RQ70,2020-02-25
2D,Available,RQ70,2020-02-25
2E,Sold,RQ70,2020-02-25
2F,Sold,RQ70,2020-02-25
3A,Available,RQ70,2020-02-25
3B,Available,RQ70,2020-02-25
3C,Available,RQ70,2020-02-25
3D,Sold,RQ70,2020-02-25
3E,Sold,RQ70,2020-02-25
3F,Available,RQ70,2020-02-25
1A,Sold,VC738,2020-05-01
1B,Sold,VC738,2020-05-01
1C,Available,VC738,2020-05-01
1D,Available,VC738,2020-05-01
1E,Sold,VC738,2020-05-01
1F,Sold,VC738,2020-05-01
2A,Available,VC738,2020-05-01
2B,Available,VC738,2020-05-01
2C,Sold,VC738,2020-05-01
2D,Sold,VC738,2020-05-01
2E,Available,VC738,2020-05-01
2F,Sold,VC738,2020-05-01
3A,Sold,VC738,2020-05-01
3B,Sold,VC738,2020-05-01
3C,Sold,VC738,2020-05-01
3D,Available,VC738,2020-05-01
3E,Sold,VC738,2020-05-01
3F,Sold,VC738,2020-05-01
1A,Available,PS854,2020-04-08
1B,Available,PS854,2020-04-08
1C,Sold,PS854,2020-04-08
1D,Available,PS854,2020-04-08
1E,Available,PS854,2020-04-08
1F,Available,PS854,2020-04-08
2A,Sold,PS854,2020-04-08
2B,Sold,PS854,2020-04-08
2C,Available,PS854,2020-04-08
2D,Sold,PS854,2020-04-08
2E,Sold,PS854,2020-04-08
2F,Sold,PS854,2020-04-08
3A,Sold,PS854,2020-04-08
3B,Sold,PS854,2020-04-08
3C,Available,PS854,2020-04-08
3D,Sold,PS854,2020-04-08
3E,Available,PS854,2020-04-08
3F,Sold,PS854,2020-04-08
1A,Available,KQ586,2020-10-11
1B,Available,KQ586,2020-10-11
1C,Available,KQ586,2020-10-11
1D,Sold,KQ586,2020-10-11
1E,Sold,KQ586,2020-10-11
1F,Available,KQ586,2020-10-11
2A,Sold,KQ586,2020-10-11
2B,Sold,KQ586,2020-10-11
2C,Available,KQ586,2020-10-11
2D,Sold,KQ586,2020-10-11
2E,Available,KQ586,2020-10-11
2F,Available,KQ586,2020-10-11
3A,Available,KQ586,2020-10-11
3B,Sold,KQ586,2020-10-11
3C,Available,KQ586,2020-10-11
3D,Sold,KQ586,2020-10-11
3E,Sold,KQ586,2020-10-11
3F,Available,KQ586,2020-10-11
1A,Available,C4523,2020-08-04
1B,Available,C4523,2020-08-04
1C,Sold,C4523,2020-08-04
1D,Sold,C4523,2020-08-04
1E,Available,C4523,2020-08-04
1F,Sold,C4523,2020-08-04
2A,Available,C4523,2020-08-04
2B,Available,C4523,2020-08-04
2C,Sold,C4523,2020-08-04
2D,Sold,C4523,2020-08-04
2E,Sold,C4523,2020-08-04
2F,Available,C4523,2020-08-04
3A,Sold,C4523,2020-08-04
3B,Sold,C4523,2020-08-04
3C,Sold,C4523,2020-08-04
3D,Available,C4523,2020-08-04
3E,Sold,C4523,2020-08-04
3F,Sold,C4523,2020-08-04
1A,Available,BE330,2020-07-12
1B,Available,BE330,2020-07-12
1C,Sold,BE330,2020-07-12
1D,Sold,BE330,2020-07-12
1E,Available,BE330,2020-07-12
1F,Sold,BE330,2020-07-12
2A,Available,BE330,2020-07-12
2B,Sold,BE330,2020-07-12
2C,Available,BE330,2020-07-12
2D,Available,BE330,2020-07-12
2E,Available,BE330,2020-07-12
2F,Available,BE330,2020-07-12
3A,Sold,BE330,2020-07-12
3B,Sold,BE330,2020-07-12
3C,Available,BE330,2020-07-12
3D,Available,BE330,2020-07-12
3E,Sold,BE330,2020-07-12
3F,Available,BE330,2020-07-12
1A,Sold,RZ790,2020-04-04
1B,Available,RZ790,2020-04-04
1C,Sold,RZ790,2020-04-04
1D,Available,RZ790,2020-04-04
1E,Sold,RZ790,2020-04-04
1F,Available,RZ790,2020-04-04
2A,Sold,RZ790,2020-04-04
2B,Available,RZ790,2020-04-04
2C,Available,RZ790,2020-04-04
2D,Sold,RZ790,2020-04-04
2E,Sold,RZ790,2020-04-04
2F,Sold,RZ790,2020-04-04
3A,Sold,RZ790,2020-04-04
3B,Available,RZ790,2020-04-04
3C,Available,RZ790,2020-04-04
3D,Sold,RZ790,2020-04-04
3E,Sold,RZ790,2020-04-04
3F,Sold,RZ790,2020-04-04
1A,Available,8U620,2020-05-04
1B,Available,8U620,2020-05-04
1C,Available,8U620,2020-05-04
1D,Available,8U620,2020-05-04
1E,Sold,8U620,2020-05-04
1F,Available,8U620,2020-05-04
2A,Available,8U620,2020-05-04
2B,Sold,8U620,2020-05-04
2C,Available,8U620,2020-05-04
2D,Sold,8U620,2020-05-04
2E,Available,8U620,2020-05-04
2F,Available,8U620,2020-05-04
3A,Available,8U620,2020-05-04
3B,Available,8U620,2020-05-04
3C,Sold,8U620,2020-05-04
3D,Sold,8U620,2020-05-04
3E,Available,8U620,2020-05-04
3F,Available,8U620,2020-05-04
1A,Sold,5M677,2020-01-05
1B,Available,5M677,2020-01-05
1C,Sold,5M677,2020-01-05
1D,Available,5M677,2020-01-05
1E,Sold,5M677,2020-01-05
1F,Available,5M677,2020-01-05
2A,Sold,5M677,2020-01-05
2B,Available,5M677,2020-01-05
2C,Sold,5M677,2020-01-05
2D,Sold,5M677,2020-01-05
2E,Available,5M677,2020-01-05
2F,Available,5M677,2020-01-05
3A,Sold,5M677,2020-01-05
3B,Sold,5M677,2020-01-05
3C,Available,5M677,2020-01-05
3D,Available,5M677,2020-01-05
3E,Sold,5M677,2020-01-05
3F,Available,5M677,2020-01-05
1A,Sold,OC311,2020-10-16
1B,Available,OC311,2020-10-16
1C,Sold,OC311,2020-10-16
1D,Sold,OC311,2020-10-16
1E,Available,OC311,2020-10-16
1F,Available,OC311,2020-10-16
2A,Sold,OC311,2020-10-16
2B,Available,OC311,2020-10-16
2C,Sold,OC311,2020-10-16
2D,Sold,OC311,2020-10-16
2E,Available,OC311,2020-10-16
2F,Sold,OC311,2020-10-16
3A,Sold,OC311,2020-10-16
3B,Available,OC311,2020-10-16
3C,Sold,OC311,2020-10-16
3D,Available,OC311,2020-10-16
3E,Available,OC311,2020-10-16
3F,Available,OC311,2020-10-16
1A,Available,RY842,2020-08-06
1B,Available,RY842,2020-08-06
1C,Available,RY842,2020-08-06
1D,Sold,RY842,2020-08-06
1E,Sold,RY842,2020-08-06
1F,Available,RY842,2020-08-06
2A,Sold,RY842,2020-08-06
2B,Available,RY842,2020-08-06
2C,Sold,RY842,2020-08-06
2D,Sold,RY842,2020-08-06
2E,Sold,RY842,2020-08-06
2F,Sold,RY842,2020-08-06
3A,Available,RY842,2020-08-06
3B,Sold,RY842,2020-08-06
3C,Available,RY842,2020-08-06
