seatNo,seatStatus,flightNo,departureDate
1B,Available,6G137,2020-02-15
1A,Sold,5W280,2020-10-21
1B,Available,5W280,2020-10-21
1A,Sold,DX139,2020-01-21
1B,Sold,DX139,2020-01-21
1A,Available,I3238,2020-03-28
1B,Sold,I3238,2020-03-28
1A,Sold,LY681,2020-01-10
1B,Sold,LY681,2020-01-10
1A,Sold,LC723,2020-04-19
1B,Sold,LC723,2020-04-19
1A,Sold,ZI237,2020-03-03
1B,Sold,ZI237,2020-03-03
1A,Available,Z4499,2020-01-15
1B,Sold,Z4499,2020-01-15
1A,Available,RY842,2020-04-30
1B,Available,RY842,2020-04-30
1A,Sold,VE69,2020-07-09
1B,Sold,VE69,2020-07-09
1A,Available,C1846,2020-07-03
1B,Sold,C1846,2020-07-03
1A,Sold,XK669,2020-03-20
1B,Sold,XK669,2020-03-20
1A,Available,2U133,2020-01-26
1B,Sold,2U133,2020-01-26
1A,Sold,HU584,2020-08-14
1B,Available,HU584,2020-08-14
1A,Available,US853,2020-06-18
1B,Sold,US853,2020-06-18
1A,Available,C9794,2020-09-04
1B,Available,C9794,2020-09-04
1A,Sold,UT428,2020-03-12
1B,Sold,UT428,2020-03-12
1A,Sold,UB354,2020-04-20
1B,Sold,UB354,2020-04-20
1A,Sold,B7666,2020-08-02
1B,Sold,B7666,2020-08-02
1A,Available,DG206,2020-04-15
1B,Sold,DG206,2020-04-15
1A,Sold,XP858,2020-10-25
1B,Sold,XP858,2020-10-25
1A,Available,AF152,2020-04-17
1B,Sold,AF152,2020-04-17
1A,Available,RZ815,2020-03-05
1B,Available,RZ815,2020-03-05
1A,Sold,EO255,2020-10-17
1B,Available,EO255,2020-10-17
1A,Available,AF152,2020-01-31
1B,Sold,AF152,2020-01-31
1A,Sold,NX933,2020-03-13
1B,Sold,NX933,2020-03-13
1A,Available,XE795,2020-07-29
1B,Available,XE795,2020-07-29
1A,Sold,IX514,2020-07-28
1B,Available,IX514,2020-07-28
1A,Sold,VO829,2020-10-30
1B,Sold,VO829,2020-10-30
1A,Available,JN423,2020-10-11
1B,Available,JN423,2020-10-11
1A,Available,AK11,2020-07-21
1B,Sold,AK11,2020-07-21
1A,Sold,4X765,2020-11-01
1B,Sold,4X765,2020-11-01
1A,Sold,PM210,2020-07-06
1B,Sold,PM210,2020-07-06
1A,Available,JN423,2020-05-24
1B,Sold,JN423,2020-05-24
1A,Available,L540,2020-05-15
1B,Available,L540,2020-05-15
1A,Available,PJ90,2020-04-02
1B,Sold,PJ90,2020-04-02
1A,Available,UR835,2020-08-19
1B,Available,UR835,2020-08-19
1A,Sold,E2100,2020-07-18
1B,Available,E2100,2020-07-18
1A,Available,HN461,2020-04-25
1B,Available,HN461,2020-04-25
1A,Sold,S2929,2020-01-07
1B,Sold,S2929,2020-01-07
1A,Sold,JN423,2020-07-05
1B,Available,JN423,2020-07-05
1A,Available,EO255,2020-10-31
1B,Available,EO255,2020-10-31
1A,Available,2I707,2020-10-22
1B,Sold,2I707,2020-10-22
1A,Available,ZY376,2020-02-04
1B,Available,ZY376,2020-02-04
1A,Available,YY59,2020-05-07
1B,Sold,YY59,2020-05-07
1A,Sold,YM961,2020-07-05
1B,Available,YM961,2020-07-05
1A,Sold,VO829,2020-09-04
1B,Sold,VO829,2020-09-04
1A,Sold,IK548,2020-02-28
1B,Available,IK548,2020-02-28
1A,Sold,HC343,2020-09-01
1B,Sold,HC343,2020-09-01
1A,Sold,W3337,2020-08-01
1B,Available,W3337,2020-08-01
1A,Sold,6E335,2020-08-26
1B,Sold,6E335,2020-08-26
1A,Sold,1B306,2020-06-15
1B,Sold,1B306,2020-06-15
1A,Available,LS780,2020-05-28
1B,Available,LS780,2020-05-28
1A,Available,L7419,2020-06-11
1B,Available,L7419,2020-06-11
1A,Available,S4229,2020-02-06
1B,Sold,S4229,2020-02-06
1A,Available,Y8124,2020-04-01
1B,Available,Y8124,2020-04-01
1A,Available,OC311,2020-06-26
1B,Available,OC311,2020-06-26
1A,Available,EX537,2020-11-23
1B,Available,EX537,2020-11-23
1A,Sold,2K979,2020-06-29
1B,Available,2K979,2020-06-29
1A,Available,WX361,2020-08-31
1B,Available,WX361,2020-08-31
1A,Available,A2839,2020-04-06
1B,Available,A2839,2020-04-06
1A,Sold,1B77,2020-11-15
1B,Sold,1B77,2020-11-15
1A,Available,UI857,2020-07-28
1B,Sold,UI857,2020-07-28
1A,Available,3R470,2020-07-27
1B,Sold,3R470,2020-07-27
1A,Sold,6T763,2020-10-08
1B,Sold,6T763,2020-10-08
1A,Available,ZJ431,2020-07-20
1B,Available,ZJ431,2020-07-20
1A,Available,DL526,2020-05-23
1B,Sold,DL526,2020-05-23
1A,Available,XN18,2020-07-15
1B,Available,XN18,2020-07-15
1A,Sold,2N727,2020-09-03
1B,Sold,2N727,2020-09-03
1A,Available,K6500,2020-03-03
1B,Available,K6500,2020-03-03
1A,Sold,TC719,2020-10-24
1B,Sold,TC719,2020-10-24
1A,Available,RQ654,2020-05-13
1B,Sold,RQ654,2020-05-13
1A,Available,5Q708,2020-11-18
1B,Available,5Q708,2020-11-18
1A,Available,AD680,2020-10-14
1B,Sold,AD680,2020-10-14
1A,Available,6C181,2020-02-08
1B,Available,6C181,2020-02-08
1A,Sold,J4509,2020-09-10
1B,Sold,J4509,2020-09-10
1A,Sold,9C519,2020-04-12
1B,Available,9C519,2020-04-12
1A,Available,R4629,2020-10-12
1B,Sold,R4629,2020-10-12
1A,Available,2J42,2020-08-07
1B,Sold,2J42,2020-08-07
1A,Available,GV844,2020-03-29
1B,Sold,GV844,2020-03-29
1A,Available,N8981,2020-02-26
1B,Sold,N8981,2020-02-26
1A,Available,ER534,2020-07-21
1B,Available,ER534,2020-07-21
1A,Available,2M564,2020-06-26
1B,Available,2M564,2020-06-26
1A,Available,3U688,2020-04-23
1B,Available,3U688,2020-04-23
1A,Sold,5Q36,2020-09-29
1B,Available,5Q36,2020-09-29
1A,Sold,G5687,2020-06-05
1B,Available,G5687,2020-06-05
1A,Available,NN759,2020-10-29
1B,Sold,NN759,2020-10-29
1A,Available,OS379,2020-06-29
1B,Sold,OS379,2020-06-29
1A,Sold,PN619,2020-09-01
1B,Available,PN619,2020-09-01
1A,Sold,VQ273,2020-03-08
1B,Sold,VQ273,2020-03-08
1A,Sold,GH211,2020-11-16
1B,Sold,GH211,2020-11-16
1A,Available,1T256,2020-05-27
1B,Available,1T256,2020-05-27
1A,Sold,UR835,2020-01-29
1B,Sold,UR835,2020-01-29
1A,Available,J5174,2020-01-17
1B,Sold,J5174,2020-01-17
1A,Available,NN759,2020-05-14
1B,Sold,NN759,2020-05-14
1A,Available,7R590,2020-03-24
1B,Sold,7R590,2020-03-24
1A,Sold,HZ375,2020-05-28
1B,Sold,HZ375,2020-05-28
1A,Sold,8H572,2020-10-06
1B,Sold,8H572,2020-10-06
1A,Available,MD109,2020-04-28
1B,Available,MD109,2020-04-28
1A,Available,JD626,2020-05-26
1B,Available,JD626,2020-05-26
1A,Available,CN239,2020-04-21
1B,Sold,CN239,2020-04-21
1A,Available,LU587,2020-01-01
1B,Available,LU587,2020-01-01
1A,Sold,VK664,2020-08-02
1B,Available,VK664,2020-08-02
1A,Sold,GK446,2020-11-13
1B,Sold,GK446,2020-11-13
1A,Sold,NP579,2020-07-17
1B,Sold,NP579,2020-07-17
1A,Sold,3G581,2020-04-14
1B,Available,3G581,2020-04-14
1A,Sold,AF451,2020-09-11
1B,Sold,AF451,2020-09-11
1A,Available,IZ914,2020-04-18
1B,Sold,IZ914,2020-04-18
1A,Available,QP291,2020-07-07
1B,Sold,QP291,2020-07-07
1A,Sold,DC530,2020-02-28
1B,Available,DC530,2020-02-28
1A,Available,BT264,2020-06-09
1B,Available,BT264,2020-06-09
1A,Sold,Y5263,2020-02-19
1B,Sold,Y5263,2020-02-19
1A,Sold,2S697,2020-05-14
1B,Sold,2S697,2020-05-14
1A,Sold,YM1,2020-08-14
1B,Available,YM1,2020-08-14
1A,Sold,IO350,2020-03-05
1B,Sold,IO350,2020-03-05
1A,Available,B8549,2020-10-07
1B,Sold,B8549,2020-10-07
1A,Available,I4121,2020-07-18
1B,Available,I4121,2020-07-18
1A,Available,D3396,2020-08-04
1B,Available,D3396,2020-08-04
1A,Available,MQ208,2020-11-10
1B,Available,MQ208,2020-11-10
1A,Sold,KX976,2020-10-02
1B,Sold,KX976,2020-10-02
1A,Sold,XK669,2020-04-10
1B,Sold,XK669,2020-04-10
1A,Sold,CV432,2020-07-14
1B,Sold,CV432,2020-07-14
1A,Sold,LM241,2020-11-13
1B,Available,LM241,2020-11-13
1A,Sold,6W952,2020-11-24
1B,Sold,6W952,2020-11-24
1A,Sold,I4121,2020-10-31
1B,Available,I4121,2020-10-31
1A,Sold,2W657,2020-04-26
1B,Available,2W657,2020-04-26
1A,Available,WG837,2020-03-04
1B,Available,WG837,2020-03-04
1A,Sold,MI916,2020-07-28
1B,Available,MI916,2020-07-28
1A,Sold,OJ941,2020-08-08
1B,Sold,OJ941,2020-08-08
1A,Sold,3O346,2020-07-21
1B,Available,3O346,2020-07-21
1A,Available,IO357,2020-09-05
1B,Available,IO357,2020-09-05
1A,Available,4T387,2020-05-31
1B,Available,4T387,2020-05-31
1A,Sold,UH834,2020-03-22
1B,Sold,UH834,2020-03-22
1A,Sold,8K76,2020-02-14
1B,Sold,8K76,2020-02-14
1A,Sold,BT191,2020-09-11
1B,Available,BT191,2020-09-11
1A,Available,4R563,2020-08-31
1B,Sold,4R563,2020-08-31
1A,Available,LQ974,2020-06-26
1B,Sold,LQ974,2020-06-26
1A,Sold,MO221,2020-07-18
1B,Sold,MO221,2020-07-18
1A,Sold,0X416,2020-08-13
1B,Sold,0X416,2020-08-13
1A,Available,JA908,2020-05-16
1B,Available,JA908,2020-05-16
1A,Available,9I607,2020-08-15
1B,Sold,9I607,2020-08-15
1A,Sold,HU103,2020-03-22
1B,Available,HU103,2020-03-22
1A,Sold,VO829,2020-10-23
1B,Sold,VO829,2020-10-23
1A,Available,LG289,2020-06-27
1B,Available,LG289,2020-06-27
1A,Available,BT264,2020-06-23
1B,Available,BT264,2020-06-23
1A,Available,FK167,2020-09-25
1B,Sold,FK167,2020-09-25
1A,Sold,HO656,2020-06-10
1B,Available,HO656,2020-06-10
1A,Sold,KE878,2020-02-02
1B,Available,KE878,2020-02-02
1A,Sold,C1919,2020-07-25
1B,Available,C1919,2020-07-25
1A,Sold,GX275,2020-11-09
1B,Available,GX275,2020-11-09
1A,Sold,K6500,2020-07-07
1B,Sold,K6500,2020-07-07
1A,Sold,JD798,2020-03-23
1B,Sold,JD798,2020-03-23
1A,Available,9E625,2020-01-06
1B,Available,9E625,2020-01-06
1A,Sold,TJ616,2020-04-30
1B,Available,TJ616,2020-04-30
1A,Available,JZ102,2020-08-13
1B,Sold,JZ102,2020-08-13
1A,Available,U9353,2020-08-02
1B,Available,U9353,2020-08-02
1A,Sold,4T387,2020-03-08
1B,Available,4T387,2020-03-08
1A,Available,UU863,2020-01-04
1B,Available,UU863,2020-01-04
1A,Available,J8525,2020-03-10
1B,Available,J8525,2020-03-10
1A,Sold,HT950,2020-07-01
1B,Available,HT950,2020-07-01
1A,Available,LT860,2020-02-20
1B,Available,LT860,2020-02-20
1A,Sold,I844,2020-05-03
1B,Available,I844,2020-05-03
1A,Sold,XA896,2020-07-09
1B,Sold,XA896,2020-07-09
1A,Available,7R590,2020-08-25
1B,Available,7R590,2020-08-25
1A,Sold,HM655,2020-07-26
1B,Sold,HM655,2020-07-26
1A,Available,D3396,2020-09-15
1B,Sold,D3396,2020-09-15
1A,Available,LV150,2020-01-24
1B,Available,LV150,2020-01-24
1A,Sold,FO366,2020-01-23
1B,Sold,FO366,2020-01-23
1A,Sold,MS50,2020-06-26
1B,Sold,MS50,2020-06-26
1A,Sold,6D334,2020-04-29
1B,Sold,6D334,2020-04-29
1A,Available,8L782,2020-10-19
1B,Available,8L782,2020-10-19
1A,Sold,NL151,2020-10-19
1B,Sold,NL151,2020-10-19
1A,Available,BV360,2020-08-21
1B,Available,BV360,2020-08-21
1A,Available,IW529,2020-05-07
1B,Sold,IW529,2020-05-07
1A,Sold,0Y333,2020-02-05
1B,Sold,0Y333,2020-02-05
1A,Available,2M564,2020-04-24
1B,Sold,2M564,2020-04-24
1A,Available,Y5892,2020-02-25
1B,Available,Y5892,2020-02-25
1A,Available,J326,2020-04-06
1B,Available,J326,2020-04-06
1A,Sold,XA670,2020-01-01
1B,Sold,XA670,2020-01-01
1A,Sold,CZ527,2020-09-04
1B,Sold,CZ527,2020-09-04
1A,Available,HO352,2020-06-18
1B,Available,HO352,2020-06-18
1A,Sold,SU733,2020-01-02
1B,Available,SU733,2020-01-02
1A,Available,GX275,2020-03-02
1B,Available,GX275,2020-03-02
1A,Available,GH92,2020-07-10
1B,Sold,GH92,2020-07-10
1A,Available,TJ870,2020-01-24
1B,Sold,TJ870,2020-01-24
1A,Available,H2105,2020-11-15
1B,Available,H2105,2020-11-15
1A,Available,6C181,2020-03-07
1B,Available,6C181,2020-03-07
1A,Available,UH834,2020-10-18
1B,Sold,UH834,2020-10-18
1A,Sold,H27,2020-04-08
1B,Sold,H27,2020-04-08
1A,Available,IQ30,2020-04-04
1B,Available,IQ30,2020-04-04
1A,Available,B7666,2020-03-22
1B,Sold,B7666,2020-03-22
1A,Sold,3O346,2020-01-07
1B,Available,3O346,2020-01-07
1A,Sold,K7288,2020-03-29
1B,Sold,K7288,2020-03-29
1A,Available,P8114,2020-07-19
1B,Sold,P8114,2020-07-19
1A,Sold,MA58,2020-01-28
1B,Available,MA58,2020-01-28
1A,Available,CW24,2020-11-09
1B,Available,CW24,2020-11-09
1A,Available,8D483,2020-07-15
1B,Sold,8D483,2020-07-15
1A,Available,XX200,2020-11-15
1B,Available,XX200,2020-11-15
1A,Sold,NH66,2020-03-29
1B,Available,NH66,2020-03-29
1A,Sold,ZS624,2020-10-15
1B,Available,ZS624,2020-10-15
1A,Available,MZ945,2020-06-06
1B,Available,MZ945,2020-06-06
1A,Available,XX200,2020-10-11
1B,Sold,XX200,2020-10-11
1A,Sold,KX976,2020-01-17
1B,Available,KX976,2020-01-17
1A,Sold,5E12,2020-06-21
1B,Available,5E12,2020-06-21
1A,Available,7O960,2020-08-10
1B,Sold,7O960,2020-08-10
1A,Sold,2W657,2020-06-21
1B,Available,2W657,2020-06-21
1A,Available,7L518,2020-09-27
1B,Sold,7L518,2020-09-27
1A,Available,IJ985,2020-07-14
1B,Available,IJ985,2020-07-14
1A,Available,MF233,2020-05-01
1B,Sold,MF233,2020-05-01
1A,Sold,EA493,2020-01-23
1B,Sold,EA493,2020-01-23
1A,Sold,S4987,2020-10-15
1B,Sold,S4987,2020-10-15
1A,Available,EG452,2020-03-20
1B,Sold,EG452,2020-03-20
1A,Sold,W2874,2020-06-07
1B,Sold,W2874,2020-06-07
1A,Sold,DV778,2020-07-08
1B,Sold,DV778,2020-07-08
1A,Sold,9H253,2020-08-29
1B,Available,9H253,2020-08-29
1A,Available,9E625,2020-01-27
1B,Sold,9E625,2020-01-27
1A,Sold,LV150,2020-08-07
1B,Sold,LV150,2020-08-07
1A,Available,W4612,2020-10-29
1B,Available,W4612,2020-10-29
1A,Sold,WO467,2020-04-12
1B,Available,WO467,2020-04-12
1A,Sold,IT894,2020-08-01
1B,Sold,IT894,2020-08-01
1A,Available,UR390,2020-01-14
1B,Sold,UR390,2020-01-14
1A,Available,HM655,2020-06-07
1B,Available,HM655,2020-06-07
1A,Sold,8H572,2020-10-27
1B,Available,8H572,2020-10-27
1A,Sold,UE978,2020-08-01
1B,Sold,UE978,2020-08-01
1A,Sold,DF108,2020-06-20
1B,Sold,DF108,2020-06-20
1A,Sold,GH967,2020-09-09
1B,Sold,GH967,2020-09-09
1A,Available,AR329,2020-03-31
1B,Sold,AR329,2020-03-31
1A,Sold,VP748,2020-10-23
1B,Sold,VP748,2020-10-23
1A,Available,EO536,2020-04-05
1B,Available,EO536,2020-04-05
1A,Sold,MW939,2020-08-30
1B,Available,MW939,2020-08-30
1A,Available,CN239,2020-03-10
1B,Available,CN239,2020-03-10
1A,Available,BN295,2020-02-19
1B,Available,BN295,2020-02-19
1A,Sold,IY944,2020-03-02
1B,Available,IY944,2020-03-02
1A,Available,7K391,2020-02-10
1B,Sold,7K391,2020-02-10
1A,Sold,C5115,2020-11-12
1B,Sold,C5115,2020-11-12
1A,Sold,VR770,2020-03-29
1B,Sold,VR770,2020-03-29
1A,Available,WN771,2020-05-26
1B,Available,WN771,2020-05-26
1A,Available,Y5356,2020-03-04
1B,Available,Y5356,2020-03-04
1A,Sold,BA747,2020-06-20
1B,Available,BA747,2020-06-20
1A,Available,8B560,2020-01-26
1B,Sold,8B560,2020-01-26
1A,Sold,9V401,2020-06-29
1B,Sold,9V401,2020-06-29
1A,Available,BT282,2020-01-07
1B,Sold,BT282,2020-01-07
1A,Sold,4A433,2020-03-26
1B,Sold,4A433,2020-03-26
1A,Sold,H3873,2020-07-22
1B,Available,H3873,2020-07-22
1A,Available,PA546,2020-09-23
1B,Sold,PA546,2020-09-23
1A,Sold,9A132,2020-05-07
1B,Available,9A132,2020-05-07
1A,Sold,7T867,2020-09-29
1B,Sold,7T867,2020-09-29
1A,Sold,FN809,2020-04-26
1B,Sold,FN809,2020-04-26
1A,Available,B8602,2020-07-18
1B,Available,B8602,2020-07-18
1A,Available,5J849,2020-02-15
1B,Sold,5J849,2020-02-15
1A,Sold,CG647,2020-10-06
1B,Sold,CG647,2020-10-06
1A,Sold,CV635,2020-09-27
1B,Sold,CV635,2020-09-27
1A,Available,WY758,2020-07-09
1B,Available,WY758,2020-07-09
1A,Available,RW557,2020-06-21
1B,Sold,RW557,2020-06-21
1A,Sold,SJ166,2020-09-24
1B,Available,SJ166,2020-09-24
1A,Sold,E8711,2020-11-17
1B,Available,E8711,2020-11-17
1A,Available,BN3,2020-09-15
1B,Available,BN3,2020-09-15
1A,Available,2T414,2020-06-24
1B,Sold,2T414,2020-06-24
1A,Sold,5J182,2020-05-04
1B,Sold,5J182,2020-05-04
1A,Sold,7O960,2020-01-20
1B,Sold,7O960,2020-01-20
1A,Sold,U9786,2020-01-11
1B,Sold,U9786,2020-01-11
1A,Sold,K2820,2020-06-03
1B,Sold,K2820,2020-06-03
1A,Available,OC311,2020-07-10
1B,Sold,OC311,2020-07-10
1A,Available,HG424,2020-07-26
1B,Sold,HG424,2020-07-26
1A,Sold,PE136,2020-03-17
1B,Sold,PE136,2020-03-17
1A,Sold,9L991,2020-09-01
1B,Available,9L991,2020-09-01
1A,Sold,CG647,2020-05-05
1B,Available,CG647,2020-05-05
1A,Sold,RY842,2020-01-16
1B,Sold,RY842,2020-01-16
1A,Available,IS924,2020-01-15
1B,Sold,IS924,2020-01-15
1A,Sold,WV251,2020-11-18
1B,Available,WV251,2020-11-18
1A,Available,H8394,2020-08-13
1B,Available,H8394,2020-08-13
1A,Available,NH66,2020-08-16
1B,Available,NH66,2020-08-16
1A,Sold,9C519,2020-11-01
1B,Sold,9C519,2020-11-01
1A,Sold,BE395,2020-10-27
1B,Available,BE395,2020-10-27
1A,Sold,5Z561,2020-03-16
1B,Sold,5Z561,2020-03-16
1A,Sold,LG887,2020-09-27
1B,Sold,LG887,2020-09-27
1A,Available,2O957,2020-04-08
1B,Available,2O957,2020-04-08
1A,Sold,EO536,2020-04-12
1B,Sold,EO536,2020-04-12
1A,Sold,YM1,2020-01-17
1B,Sold,YM1,2020-01-17
1A,Sold,LX942,2020-11-15
1B,Sold,LX942,2020-11-15
1A,Sold,GT231,2020-05-02
1B,Available,GT231,2020-05-02
1A,Sold,4T387,2020-11-22
1B,Sold,4T387,2020-11-22
1A,Sold,TX80,2020-08-07
1B,Sold,TX80,2020-08-07
1A,Available,9T145,2020-05-31
1B,Sold,9T145,2020-05-31
1A,Available,LS922,2020-05-12
1B,Available,LS922,2020-05-12
1A,Sold,FN809,2020-04-05
1B,Sold,FN809,2020-04-05
1A,Available,DU705,2020-04-02
1B,Sold,DU705,2020-04-02
1A,Available,JU899,2020-09-29
1B,Sold,JU899,2020-09-29
1A,Available,YL39,2020-06-10
1B,Available,YL39,2020-06-10
1A,Available,M8190,2020-09-05
1B,Available,M8190,2020-09-05
1A,Sold,QW37,2020-06-18
1B,Sold,QW37,2020-06-18
1A,Available,TF242,2020-10-17
1B,Sold,TF242,2020-10-17
1A,Sold,YM961,2020-08-16
1B,Sold,YM961,2020-08-16
1A,Available,8L968,2020-08-28
1B,Available,8L968,2020-08-28
1A,Sold,QP61,2020-09-01
1B,Sold,QP61,2020-09-01
1A,Sold,4D398,2020-02-26
1B,Sold,4D398,2020-02-26
1A,Available,BV360,2020-03-27
1B,Sold,BV360,2020-03-27
1A,Available,WY823,2020-01-18
1B,Sold,WY823,2020-01-18
1A,Available,XR984,2020-04-24
1B,Available,XR984,2020-04-24
1A,Available,PT875,2020-06-25
1B,Sold,PT875,2020-06-25
1A,Available,B7666,2020-09-06
1B,Sold,B7666,2020-09-06
1A,Available,EX783,2020-04-16
1B,Available,EX783,2020-04-16
1A,Sold,MR750,2020-07-20
1B,Available,MR750,2020-07-20
1A,Sold,KA659,2020-06-09
1B,Sold,KA659,2020-06-09
1A,Sold,JZ102,2020-07-02
1B,Available,JZ102,2020-07-02
1A,Available,OJ457,2020-02-09
1B,Sold,OJ457,2020-02-09
1A,Available,CW24,2020-04-13
1B,Sold,CW24,2020-04-13
1A,Available,JC601,2020-01-06
1B,Available,JC601,2020-01-06
1A,Sold,LN927,2020-05-13
1B,Sold,LN927,2020-05-13
1A,Sold,FX744,2020-06-20
1B,Sold,FX744,2020-06-20
1A,Sold,ZP6,2020-06-15
1B,Available,ZP6,2020-06-15
1A,Available,NP345,2020-04-02
1B,Available,NP345,2020-04-02
1A,Available,HU85,2020-01-16
1B,Sold,HU85,2020-01-16
1A,Sold,IW529,2020-03-05
1B,Sold,IW529,2020-03-05
1A,Sold,E4704,2020-11-16
1B,Sold,E4704,2020-11-16
1A,Available,CZ527,2020-05-15
1B,Available,CZ527,2020-05-15
1A,Available,CN636,2020-08-08
1B,Available,CN636,2020-08-08
1A,Sold,ZE925,2020-01-15
1B,Available,ZE925,2020-01-15
1A,Sold,ZJ490,2020-09-17
1B,Sold,ZJ490,2020-09-17
1A,Sold,VC738,2020-05-15
1B,Available,VC738,2020-05-15
1A,Available,WN230,2020-11-15
1B,Available,WN230,2020-11-15
1A,Sold,B8549,2020-05-06
1B,Available,B8549,2020-05-06
1A,Sold,GH967,2020-08-19
1B,Available,GH967,2020-08-19
1A,Sold,B3310,2020-04-27
1B,Available,B3310,2020-04-27
1A,Sold,FD915,2020-01-31
1B,Available,FD915,2020-01-31
1A,Available,MF930,2020-05-10
1B,Sold,MF930,2020-05-10
1A,Available,ES902,2020-04-27
1B,Available,ES902,2020-04-27
1A,Sold,IQ30,2020-09-05
1B,Sold,IQ30,2020-09-05
1A,Sold,2S697,2020-05-28
1B,Sold,2S697,2020-05-28
1A,Sold,IO357,2020-01-25
1B,Sold,IO357,2020-01-25
1A,Sold,8H572,2020-06-09
1B,Available,8H572,2020-06-09
1A,Available,ZI813,2020-05-30
1B,Available,ZI813,2020-05-30
1A,Available,GK639,2020-08-02
1B,Sold,GK639,2020-08-02
1A,Available,KE878,2020-07-12
1B,Available,KE878,2020-07-12
1A,Available,UU863,2020-08-22
1B,Sold,UU863,2020-08-22
1A,Available,QP61,2020-06-30
1B,Available,QP61,2020-06-30
1A,Sold,E2100,2020-02-29
1B,Available,E2100,2020-02-29
1A,Sold,YO234,2020-06-27
1B,Available,YO234,2020-06-27
1A,Sold,JN423,2020-05-03
1B,Available,JN423,2020-05-03
1A,Sold,D1141,2020-10-31
1B,Sold,D1141,2020-10-31
1A,Available,IT894,2020-08-15
1B,Sold,IT894,2020-08-15
1A,Available,EY147,2020-05-23
1B,Available,EY147,2020-05-23
1A,Sold,OZ28,2020-02-09
1B,Available,OZ28,2020-02-09
1A,Sold,ME60,2020-09-20
1B,Sold,ME60,2020-09-20
1A,Sold,9X585,2020-08-18
1B,Available,9X585,2020-08-18
1A,Available,UK856,2020-03-21
1B,Available,UK856,2020-03-21
1A,Sold,Q2435,2020-02-08
1B,Sold,Q2435,2020-02-08
1A,Sold,JN94,2020-10-15
1B,Available,JN94,2020-10-15
1A,Sold,Z4499,2020-10-14
1B,Sold,Z4499,2020-10-14
1A,Available,P9478,2020-10-04
1B,Available,P9478,2020-10-04
1A,Sold,5J182,2020-01-20
1B,Sold,5J182,2020-01-20
1A,Sold,XL524,2020-04-03
1B,Sold,XL524,2020-04-03
1A,Sold,Q2435,2020-08-29
1B,Sold,Q2435,2020-08-29
1A,Sold,V8803,2020-10-01
1B,Sold,V8803,2020-10-01
1A,Sold,9S764,2020-06-23
1B,Sold,9S764,2020-06-23
1A,Sold,3W997,2020-07-18
1B,Available,3W997,2020-07-18
1A,Available,LM746,2020-10-20
1B,Available,LM746,2020-10-20
1A,Sold,XA670,2020-10-28
1B,Available,XA670,2020-10-28
1A,Available,SL23,2020-02-28
1B,Sold,SL23,2020-02-28
1A,Sold,9S804,2020-07-02
1B,Sold,9S804,2020-07-02
1A,Available,8J682,2020-03-08
1B,Sold,8J682,2020-03-08
1A,Available,TR359,2020-04-19
1B,Sold,TR359,2020-04-19
1A,Sold,F5740,2020-11-04
1B,Available,F5740,2020-11-04
1A,Sold,FH56,2020-08-22
1B,Available,FH56,2020-08-22
1A,Sold,WF938,2020-04-30
1B,Sold,WF938,2020-04-30
1A,Available,8F260,2020-06-19
1B,Sold,8F260,2020-06-19
1A,Available,3W997,2020-05-23
1B,Sold,3W997,2020-05-23
1A,Sold,TF242,2020-03-07
1B,Sold,TF242,2020-03-07
1A,Sold,NX933,2020-05-22
1B,Available,NX933,2020-05-22
1A,Available,BY430,2020-09-04
1B,Available,BY430,2020-09-04
1A,Available,CZ621,2020-02-10
1B,Sold,CZ621,2020-02-10
1A,Available,NL789,2020-05-31
1B,Available,NL789,2020-05-31
1A,Sold,UH153,2020-04-29
1B,Sold,UH153,2020-04-29
1A,Available,5M677,2020-04-26
1B,Sold,5M677,2020-04-26
1A,Available,9S309,2020-09-12
1B,Available,9S309,2020-09-12
1A,Sold,BT191,2020-02-14
1B,Sold,BT191,2020-02-14
1A,Sold,CZ621,2020-10-05
1B,Sold,CZ621,2020-10-05
1A,Sold,I3238,2020-05-30
1B,Available,I3238,2020-05-30
1A,Sold,GW65,2020-09-19
1B,Available,GW65,2020-09-19
1A,Sold,IO350,2020-06-04
1B,Available,IO350,2020-06-04
1A,Available,6W605,2020-01-15
1B,Sold,6W605,2020-01-15
1A,Sold,T6312,2020-05-07
1B,Available,T6312,2020-05-07
1A,Sold,WU261,2020-03-09
1B,Available,WU261,2020-03-09
1A,Sold,AK11,2020-03-24
1B,Available,AK11,2020-03-24
1A,Available,CN636,2020-05-09
1B,Available,CN636,2020-05-09
1A,Sold,W4612,2020-02-06
1B,Sold,W4612,2020-02-06
1A,Sold,O2127,2020-02-20
1B,Sold,O2127,2020-02-20
1A,Available,BV360,2020-02-14
1B,Sold,BV360,2020-02-14
1A,Available,SO937,2020-04-10
1B,Available,SO937,2020-04-10
1A,Available,QP291,2020-08-25
1B,Available,QP291,2020-08-25
1A,Sold,I3238,2020-03-07
1B,Sold,I3238,2020-03-07
1A,Sold,AF152,2020-04-24
1B,Sold,AF152,2020-04-24
1A,Available,MR750,2020-06-29
1B,Sold,MR750,2020-06-29
1A,Sold,4Z634,2020-08-17
1B,Sold,4Z634,2020-08-17
1A,Sold,PA64,2020-02-07
1B,Sold,PA64,2020-02-07
1A,Available,Q3676,2020-05-25
1B,Sold,Q3676,2020-05-25
1A,Sold,JN423,2020-06-28
